Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
TXG,"10x Genomics, Inc.",121.89,12720305102.1,,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/txg,
YI,"111, Inc.",5.9,150519230.6,25511734.0,2018.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/yi,
PIH,"1347 Property Insurance Holdings, Inc.",3.97,24090380.82,,2014.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pih,
PIHPP,"1347 Property Insurance Holdings, Inc.",24.9999,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pihpp,
TURN,180 Degree Capital Corp.,1.9702,61315701.4524,,,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/turn,
FLWS,"1-800-FLOWERS.COM, Inc.",23.04,1484036812.8,,1999.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/flws,
GOED,1847 Goedeker Inc.,7.0,42778400.0,,2020.0,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/goed,
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.7,47303766.9,,2019.0,Finance,Banks,https://old.nasdaq.com/symbol/bcow,
ONEM,"1Life Healthcare, Inc.",28.1,3547140724.6,,2020.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/onem,
FCCY,1st Constitution Bancorp (NJ),12.4,126672820.0,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,32.15,821444234.75,,,Finance,Major Banks,https://old.nasdaq.com/symbol/srce,
VNET,"21Vianet Group, Inc.",21.14,1602902236.6,75823190.0,2011.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/vnet,
XXII,"22nd Century Group, Inc",0.57,79146890.01,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/xxii,
TWOU,"2U, Inc.",32.65,2102781196.8,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twou,
QFIN,"360 DigiTech, Inc.",11.9,1199625017.5,100808825.0,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qfin,
KRKR,36Kr Holdings Inc.,2.69,6750501.2,2509480.0,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/krkr,
DDD,3D Systems Corporation,5.32,644438753.28,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ddd,
MMM,3M Company,169.55,97664096391.1,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm,
WBAI,500.com Limited,3.26,140184854.14,,2013.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wbai,
JOBS,"51job, Inc.",79.2,3123872215.2,39442831.0,2004.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/jobs,
ETNB,"89bio, Inc.",25.53,430278841.56,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/etnb,
JFK,8i Enterprises Acquisition Corp,9.1,67590250.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfk,
JFKKR,8i Enterprises Acquisition Corp,0.85,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkkr,
JFKKU,8i Enterprises Acquisition Corp,10.5,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkku,
JFKKW,8i Enterprises Acquisition Corp,1.31,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkkw,
EGHT,8x8 Inc,15.33,1597910929.86,,,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
EGHT,8x8 Inc,15.33,1597910929.86,,,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
NMTR,"9 Meters Biopharma, Inc.",0.6698,93057835.1272,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nmtr,
JFU,9F Inc.,0.9,42930540.0,47700600.0,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfu,
AHC,A.H. Belo Corporation,1.42,33908898.52,,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/ahc,
AOS,A.O Smith Corporation,53.24,8593640471.68,,,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/aos,
ATEN,"A10 Networks, Inc.",7.28,567322370.16,,2014.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten,
AAON,"AAON, Inc.",57.27,2993026184.52,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aaon,
AIR,AAR Corp.,19.83,700067631.63,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air,
AAN,"Aaron&#39;s,  Inc.",56.18,3771956604.62,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aan,
ABB,ABB Ltd,25.86,55039643079.72,,,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/abb,
ABT,Abbott Laboratories,106.86,189198835693.14,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abt,
ABBV,AbbVie Inc.,90.11,159029123797.06,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abbv,
ABEO,Abeona Therapeutics Inc.,2.08,176337701.28,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeo,
ANF,Abercrombie & Fitch Company,15.27,952438382.25,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/anf,
FAX,Aberdeen Asia-Pacific Income Fund Inc,4.0374,1000046897.7606,,1986.0,,,https://old.nasdaq.com/symbol/fax,
IAF,Aberdeen Australia Equity Fund Inc,4.58,104159853.08,,,,,https://old.nasdaq.com/symbol/iaf,
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",6.58,333946699.24,,,,,https://old.nasdaq.com/symbol/aef,
AGD,Aberdeen Global Dynamic Dividend Fund,9.43,118342558.26,,2006.0,,,https://old.nasdaq.com/symbol/agd,
FCO,"Aberdeen Global Income Fund, Inc.",6.88,60026548.32,,1992.0,,,https://old.nasdaq.com/symbol/fco,
AWP,Aberdeen Global Premier Properties Fund,4.76,406541846.76,,2007.0,,,https://old.nasdaq.com/symbol/awp,
ACP,Aberdeen Income Credit Strategies Fund,9.94,173275034.24,,2011.0,,,https://old.nasdaq.com/symbol/acp,
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.29,111156763.44,,1992.0,,,https://old.nasdaq.com/symbol/jeq,
ASGI,Aberdeen Standard Global Infrastructure Income Fund,19.05,0.0,,2020.0,,,https://old.nasdaq.com/symbol/asgi,
AOD,Aberdeen Total Dynamic Dividend Fund,8.02,845556611.98,,2007.0,,,https://old.nasdaq.com/symbol/aod,
ABMD,"ABIOMED, Inc.",265.07,11940677738.34,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/abmd,
ABM,ABM Industries Incorporated,38.57,2572121562.71,,,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/abm,
AXAS,Abraxas Petroleum Corporation,0.1691,28420519.4755,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/axas,
ACIU,AC Immune SA,8.98,644236739.3,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",68.44,2877161410.76,,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,3.8,187261921.4,,,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",29.44,2619074694.4,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,42.42,6738630711.96,,1985.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acad,
AKR,Acadia Realty Trust,11.86,1023098642.26,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr,
ACAM,Acamar Partners Acquisition Corp.,10.45,399155013.4,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,10.7,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,1.23,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",0.2163,20957855.7531,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst,
ACEL,"Accel Entertainment, Inc.",14.0,1225691264.0,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/acel,
AXDX,"Accelerate Diagnostics, Inc.",11.22,632305871.34,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx,
ACCP,"Accelerated Pharma, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/accp,
XLRN,Acceleron Pharma Inc.,106.56,6382608122.88,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn,
ACN,Accenture plc,236.18,150395100252.74,,2001.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/acn,
ACCO,Acco Brands Corporation,6.12,578108339.64,,,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/acco,
ACCD,"Accolade, Inc.",32.36,1590286604.76,,2020.0,,,https://old.nasdaq.com/symbol/accd,
ARAY,Accuray Incorporated,2.65,239737425.45,,2007.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray,
ACEV,ACE Convergence Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/acev,
ACEVU,ACE Convergence Acquisition Corp.,10.24,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/acevu,
ACEVW,ACE Convergence Acquisition Corp.,1.19,0.0,,2020.0,,,https://old.nasdaq.com/symbol/acevw,
ACLL,"ACell, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/acll,
ACRX,"AcelRx Pharmaceuticals, Inc.",1.57,141808910.79,,2011.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,2.59,30853973.29,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",10.23,36697107.15,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv,
ACIW,"ACI Worldwide, Inc.",25.47,2964426760.26,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",2.53,108396240.92,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",72.84,1316576590.08,,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr,
ACU,Acme United Corporation.,23.36,77938607.68,,1988.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acu,
ACNB,ACNB Corporation,21.7,188699706.3,,,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb,
STWOU,ACON S2 Acquisition Corp.,10.08,0.0,,2020.0,,,https://old.nasdaq.com/symbol/stwou,
ACOR,"Acorda Therapeutics, Inc.",0.5401,25907610.2373,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor,
ATV,"Acorn International, Inc.",14.3099,36933279.504,,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv,
ATNM,"Actinium Pharmaceuticals, Inc.",10.33,140335343.26,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnm,
ATVI,"Activision Blizzard, Inc",80.09,61819233125.22,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi,
AYI,"Acuity Brands, Inc. ",103.85,4116342536.1,,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi,
GOLF,Acushnet Holdings Corp.,33.21,2467308057.3,,2016.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/golf,
AFIB,"Acutus Medical, Inc.",33.68,923870489.12,,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/afib,
ADMS,"Adamas Pharmaceuticals, Inc.",4.76,134621558.4,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,0.7157,53620791.5105,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp,
ADX,"Adams Diversified Equity Fund, Inc.",15.99,1737847118.28,,,,,https://old.nasdaq.com/symbol/adx,
PEO,"Adams Natural Resources Fund, Inc.",10.59,315353054.79,,,,,https://old.nasdaq.com/symbol/peo,
AE,"Adams Resources & Energy, Inc.",20.41,86585016.44,,,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/ae,
AHCO,AdaptHealth Corp. ,22.63,1908000972.26,,2018.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ahco,
ADAP,Adaptimmune Therapeutics plc,10.43,1416034550.91,135765537.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,46.35,6294039292.8,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt,
ADCT,ADC Therapeutics SA,45.5,3217571266.0,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adct,
ADXN,Addex Therapeutics Ltd,12.26,3403523.12,277612.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxn,
ADUS,Addus HomeCare Corporation,96.33,1521955624.02,,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",2.04,24049437.6,,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey,
AGRO,Adecoagro S.A.,4.93,580908530.85,,2011.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/agro,
ADIL,"Adial Pharmaceuticals, Inc",1.32,17900463.24,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.3,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adilw,
ACET,"Adicet Bio, Inc.",21.4,659964658.0,,2018.0,,,https://old.nasdaq.com/symbol/acet,
ADNT,Adient plc,17.11,1606361758.91,,2016.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/adnt,
ADTX,"ADiTx Therapeutics, Inc.",1.94,18349280.48,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adtx,
ADMA,ADMA Biologics Inc,2.38,205512954.78,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,467.55,224267482494.45,,1986.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe,
ADT,ADT Inc.,8.72,6718181070.48,,2018.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/adt,
ATGE,Adtalem Global Education Inc.,25.81,1338927380.43,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge,
ADTN,"ADTRAN, Inc.",10.48,502599336.96,,1994.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",2.76,223722853.8,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adro,
AAP,Advance Auto Parts Inc,153.88,10639072850.44,,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aap,
ADSW,"Advanced Disposal Services, Inc.",30.23,2743619993.01,,2016.0,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/adsw,
WMS,"Advanced Drainage Systems, Inc.",58.51,4069162321.42,,2014.0,Capital Goods,Containers/Packaging,https://old.nasdaq.com/symbol/wms,
ADES,"Advanced Emissions Solutions, Inc.",4.03,74792395.21,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",59.23,2270335593.97,,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",74.93,87972069505.09,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,
ASIX,AdvanSix Inc.,12.77,357946560.67,,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix,
ADXS,"Advaxis, Inc.",0.445,29471225.485,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs,
AVK,Advent Convertible and Income Fund,13.83,477483820.26,,2003.0,,,https://old.nasdaq.com/symbol/avk,
ADVM,"Adverum Biotechnologies, Inc.",12.38,1204965839.38,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm,
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,22.63,0.0,,,,,https://old.nasdaq.com/symbol/dweq,
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,29.8009,0.0,,,,,https://old.nasdaq.com/symbol/dwaw,
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,29.7517,0.0,,,,,https://old.nasdaq.com/symbol/dwus,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,21.83,0.0,,,,,https://old.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,17.84,0.0,,,,,https://old.nasdaq.com/symbol/dwsh,
ACT,AdvisorShares Vice ETF,26.21,0.0,,,,,https://old.nasdaq.com/symbol/act,
ACM,AECOM,39.97,6410738297.53,,2007.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm,
AEGN,Aegion Corp,15.215,468186409.765,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",7.88,351446794.36,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle,
AEFC,Aegon Funding Company LLC,25.67,0.0,,2019.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/aefc,
AEB,Aegon NV,24.9,0.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeb,
AEG,Aegon NV,2.53,5192946490.6,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg,
AEHR,Aehr Test Systems,1.5,34936719.0,,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",2.8,58724327.2,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx,
AER,Aercap Holdings N.V.,26.53,3440218932.99,,2006.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer,
AERI,"Aerie Pharmaceuticals, Inc.",12.2,567476046.0,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri,
ACY,AeroCentury Corp.,2.26,3493697.84,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/acy,
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",40.19,3159789162.82,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd,
AVAV,"AeroVironment, Inc.",63.42,1528711448.88,,2007.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",1.5,63102006.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo,
AIH,Aesthetic Medical International Holdings Group Ltd.,4.35,11745000.0,2700000.0,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih,
AEZS,AEterna Zentaris Inc.,0.3678,23053193.8614,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",1.43,17260661.99,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aemd,
AMG,"Affiliated Managers Group, Inc.",67.74,3153505842.42,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg,
MGR,"Affiliated Managers Group, Inc.",27.65,0.0,,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr,
AFMD,Affimed N.V.,3.8,321073989.0,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd,
AFL,Aflac Incorporated,37.8,26948087888.4,,,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/afl,
AFYA,Afya Limited,23.86,2219093454.3,,2019.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya,
MITT,"AG Mortgage Investment Trust, Inc.",2.78,95172190.78,,2011.0,,,https://old.nasdaq.com/symbol/mitt,
MITT^A,"AG Mortgage Investment Trust, Inc.",14.73,0.0,,,,,https://old.nasdaq.com/symbol/mitt^a,
MITT^B,"AG Mortgage Investment Trust, Inc.",14.2124,0.0,,,,,https://old.nasdaq.com/symbol/mitt^b,
MITT^C,"AG Mortgage Investment Trust, Inc.",14.27,0.0,,,,,https://old.nasdaq.com/symbol/mitt^c,
AGBA,AGBA Acquisition Limited,10.31,61602250.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agba,
AGBAR,AGBA Acquisition Limited,0.2389,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbar,
AGBAU,AGBA Acquisition Limited,10.7,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbau,
AGBAW,AGBA Acquisition Limited,0.5049,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw,
AGCO,AGCO Corporation,75.11,5625472059.06,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco,
UAVS,"AgEagle Aerial Systems, Inc.",2.72,155671004.64,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/uavs,
AGEN,Agenus Inc.,5.18,950232942.54,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen,
AGE,"AgeX Therapeutics, Inc.",0.9155,34502410.9645,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/age,
AGRX,"Agile Therapeutics, Inc.",3.8,331730899.0,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx,
A,"Agilent Technologies, Inc.",99.38,30639811526.3,,1999.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/a,
AGYS,"Agilysys, Inc.",25.635,604717293.93,,,Technology,EDP Services,https://old.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",38.46,2657973830.64,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,15.1,436254930.5,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,14.51,8060553628.85,,2008.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc,
AGNCM,AGNC Investment Corp.,23.45,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,24.55,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn,
AGNCO,AGNC Investment Corp.,23.62,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco,
AGNCP,AGNC Investment Corp.,22.91,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp,
AEM,Agnico Eagle Mines Limited,80.72,19502102300.64,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem,
API,"Agora, Inc.",47.86,963182500.0,20125000.0,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/api,
ADC,Agree Realty Corporation,64.05,3449158599.6,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc,
AGFS,"AgroFresh Solutions, Inc.",3.055,161533396.895,,2014.0,Finance,Business Services,https://old.nasdaq.com/symbol/agfs,
AIKI,AIkido Pharma Inc.,0.591,20637849.429,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki,
ALRN,"Aileron Therapeutics, Inc.",1.36,53395743.36,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",34.3,2244939870.6,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt,
AIRI,Air Industries Group,1.11,33989298.9,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/airi,
AL,Air Lease Corporation,31.07,3535110609.42,,2011.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al,
AL^A,Air Lease Corporation,24.49,0.0,,,,,https://old.nasdaq.com/symbol/al^a,
APD,"Air Products and Chemicals, Inc.",295.81,65342765364.56,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd,
AIRT,"Air T, Inc.",10.57,30461344.76,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",22.0,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.0346,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",25.09,1495107329.3,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",13.18,127240089.04,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,0.8698,7859120.5202,9035549.0,,Technology,Advertising,https://old.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",109.06,17744592140.66,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.73,57801114.77,33411049.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",18.15,1844321161.65,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",2.8,401288739.6,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,4.22,59327743.54,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,0.46,0.0,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",37.0,1283928453.0,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,2.55,22246921.65,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker,
AKUS,"Akouos, Inc.",26.34,905322868.32,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akus,
AKTS,"Akoustis Technologies, Inc.",7.99,304159724.5,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts,
